group,genome_bp,cds
MHQ WGS (N=3164),3819080.44,3910.4
MHQ WGS (N=3164),3073790.72,2674.61
MHQ WGS (N=3164),2716721.32,2597.71
MHQ WGS (N=3164),3785490.33,4160.63
MHQ WGS (N=3164),3381796.85,2925.96
MHQ WGS (N=3164),2812484.28,2683.42
MHQ WGS (N=3164),4074457.41,4028.63
MHQ WGS (N=3164),5577573.53,5416.76
MHQ WGS (N=3164),2033035.65,2102.91
MHQ WGS (N=3164),6015026.09,4869.39
MHQ WGS (N=3164),4668590.15,4737.69
MHQ WGS (N=3164),3575085.93,3923.33
MHQ WGS (N=3164),4101761.16,3935.68
MHQ WGS (N=3164),9928386.86,10266.24
MHQ WGS (N=3164),4589028.27,4176.69
MHQ WGS (N=3164),2524729.43,2495.59
MHQ WGS (N=3164),8968105.89,9312.66
MHQ WGS (N=3164),5215046.71,4657.3
MHQ WGS (N=3164),2098845.35,1503.63
MHQ WGS (N=3164),5508984.67,5680.61
MHQ WGS (N=3164),3877293.92,3744.83
MHQ WGS (N=3164),4889399.02,3635.37
MHQ WGS (N=3164),3596577.38,2879.81
MHQ WGS (N=3164),4127068.66,3676.89
MHQ WGS (N=3164),2852019.93,2379.1
MHQ WGS (N=3164),3181704.25,2374.13
MHQ WGS (N=3164),2498581.48,2508.14
MHQ WGS (N=3164),2510655.27,3208.61
MHQ WGS (N=3164),2626628.48,2413.63
MHQ WGS (N=3164),2842387.84,3226.95
MHQ WGS (N=3164),2645083.31,2555.05
MHQ WGS (N=3164),1572884.73,1418.24
MHQ WGS (N=3164),7986836.65,9904.71
MHQ WGS (N=3164),3302706.51,3521.95
MHQ WGS (N=3164),5964594.84,5323.5
MHQ WGS (N=3164),5074301.76,4917.03
MHQ WGS (N=3164),2373565.59,1976.58
MHQ WGS (N=3164),5381950.93,5308.49
MHQ WGS (N=3164),3855940.62,3723.15
MHQ WGS (N=3164),3833478.65,3464.9
MHQ WGS (N=3164),3762293.68,3419.25
MHQ WGS (N=3164),2169750.8,1873.27
MHQ WGS (N=3164),2739034.11,3198.23
MHQ WGS (N=3164),4459176.1,5003.5
MHQ WGS (N=3164),3534414.79,4162.86
MHQ WGS (N=3164),3646188.5,3352.72
MHQ WGS (N=3164),2714433.78,2489.93
MHQ WGS (N=3164),3478231.01,3572.56
MHQ WGS (N=3164),2024912.56,2282.39
MHQ WGS (N=3164),5476207.94,5699.4
MHQ WGS (N=3164),3461053.03,4304.57
MHQ WGS (N=3164),10341506.02,8828.0
MHQ WGS (N=3164),5612728.53,4684.42
MHQ WGS (N=3164),2582269.24,2564.8
MHQ WGS (N=3164),8235301.47,7779.04
MHQ WGS (N=3164),1533121.03,1305.78
MHQ WGS (N=3164),4765997.68,5490.25
MHQ WGS (N=3164),3817363.64,3284.68
MHQ WGS (N=3164),5626889.83,6190.31
MHQ WGS (N=3164),4510258.97,3616.03
MHQ WGS (N=3164),5250824.75,4631.39
MHQ WGS (N=3164),5862079.16,5956.34
MHQ WGS (N=3164),3235145.18,3062.05
MHQ WGS (N=3164),4014941.19,4371.65
MHQ WGS (N=3164),5636641.59,5474.41
MHQ WGS (N=3164),2304978.79,2564.27
MHQ WGS (N=3164),4988352.22,3759.83
MHQ WGS (N=3164),5991602.12,5331.23
MHQ WGS (N=3164),6146845.64,7842.43
MHQ WGS (N=3164),3407378.33,2510.46
MHQ WGS (N=3164),2540649.71,2809.96
MHQ WGS (N=3164),2571418.12,2475.49
MHQ WGS (N=3164),3905041.37,4163.11
MHQ WGS (N=3164),2609838.25,2377.67
MHQ WGS (N=3164),3440274.01,3187.75
MHQ WGS (N=3164),2682057.2,2622.19
MHQ WGS (N=3164),10461609.89,10315.41
MHQ WGS (N=3164),4121446.63,3259.6
MHQ WGS (N=3164),3368072.47,2783.61
MHQ WGS (N=3164),4657259.26,4852.32
MHQ WGS (N=3164),6298961.46,5052.68
MHQ WGS (N=3164),1665401.02,1469.02
MHQ WGS (N=3164),6027693.34,6207.96
MHQ WGS (N=3164),5815771.11,5204.17
MHQ WGS (N=3164),6053718.44,4308.59
MHQ WGS (N=3164),7467282.75,7501.12
MHQ WGS (N=3164),4008556.56,3468.77
MHQ WGS (N=3164),3844082.1,4451.81
MHQ WGS (N=3164),4224162.77,3089.76
MHQ WGS (N=3164),3153588.23,3407.18
MHQ WGS (N=3164),3051934.42,2630.05
MHQ WGS (N=3164),3424726.97,3398.78
MHQ WGS (N=3164),5411081.26,5196.47
MHQ WGS (N=3164),4187224.85,4546.41
MHQ WGS (N=3164),2221705.55,2480.25
MHQ WGS (N=3164),9732054.58,9015.91
MHQ WGS (N=3164),5253781.23,4083.88
MHQ WGS (N=3164),2183621.32,2077.66
MHQ WGS (N=3164),3826152.3,3486.06
MHQ WGS (N=3164),5632783.93,4494.57
MHQ WGS (N=3164),4759882.84,5407.36
MHQ WGS (N=3164),6325008.33,4988.62
MHQ WGS (N=3164),4939667.43,5477.88
MHQ WGS (N=3164),4813539.71,5202.03
MHQ WGS (N=3164),2915921.81,2720.12
MHQ WGS (N=3164),1996896.98,2041.71
MHQ WGS (N=3164),4310822.14,4688.61
MHQ WGS (N=3164),4304300.58,3938.21
MHQ WGS (N=3164),3945257.64,2710.71
MHQ WGS (N=3164),5215585.75,4704.12
MHQ WGS (N=3164),3114329.08,2940.59
MHQ WGS (N=3164),4280629.69,4379.53
MHQ WGS (N=3164),2736287.89,2151.57
MHQ WGS (N=3164),11328559.66,9285.88
MHQ WGS (N=3164),6187809.39,5613.48
MHQ WGS (N=3164),5035795.91,4769.07
MHQ WGS (N=3164),5081739.97,4700.86
MHQ WGS (N=3164),1689018.35,2133.1
MHQ WGS (N=3164),2191121.7,1720.86
MHQ WGS (N=3164),6199025.15,6045.83
MHQ WGS (N=3164),4068085.95,4000.78
MHQ WGS (N=3164),5178965.17,6609.79
MHQ WGS (N=3164),8898619.91,8753.03
MHQ WGS (N=3164),5871855.95,5262.28
MHQ WGS (N=3164),4783715.46,4103.74
MHQ WGS (N=3164),1800849.26,1509.33
MHQ WGS (N=3164),6671079.73,5908.3
MHQ WGS (N=3164),3312162.62,3054.56
MHQ WGS (N=3164),4798950.66,3899.22
MHQ WGS (N=3164),7546052.25,7203.71
MHQ WGS (N=3164),4399483.9,3639.56
MHQ WGS (N=3164),4479959.6,5050.56
MHQ WGS (N=3164),8353074.36,8173.07
MHQ WGS (N=3164),3582846.89,4009.28
MHQ WGS (N=3164),4212461.43,3052.09
MHQ WGS (N=3164),5981684.43,4924.13
MHQ WGS (N=3164),5196252.22,4918.17
MHQ WGS (N=3164),3337079.1,2937.04
MHQ WGS (N=3164),5680166.22,3786.7
MHQ WGS (N=3164),3379285.02,3934.72
MHQ WGS (N=3164),4216955.75,4234.72
MHQ WGS (N=3164),5861307.73,5381.44
MHQ WGS (N=3164),3045640.14,2504.07
MHQ WGS (N=3164),5030581.29,4629.44
MHQ WGS (N=3164),4922497.45,5644.96
MHQ WGS (N=3164),3408670.95,3854.84
MHQ WGS (N=3164),3947632.09,4134.57
MHQ WGS (N=3164),3227817.06,3321.44
MHQ WGS (N=3164),6314922.68,6147.02
MHQ WGS (N=3164),2826383.0,2445.21
MHQ WGS (N=3164),2135732.82,1884.72
MHQ WGS (N=3164),3088464.13,3414.17
MHQ WGS (N=3164),7643211.26,8938.92
MHQ WGS (N=3164),3442467.92,3596.25
MHQ WGS (N=3164),2796242.35,2265.64
MHQ WGS (N=3164),2285746.22,2146.59
MHQ WGS (N=3164),7351989.9,6526.56
MHQ WGS (N=3164),10296168.51,7770.95
MHQ WGS (N=3164),7027984.4,7478.38
MHQ WGS (N=3164),2094324.75,2122.22
MHQ WGS (N=3164),3821570.36,3332.32
MHQ WGS (N=3164),3850965.11,3728.89
MHQ WGS (N=3164),3108754.97,2460.32
MHQ WGS (N=3164),2745223.59,2635.74
MHQ WGS (N=3164),4788285.86,3922.15
MHQ WGS (N=3164),4857164.97,4020.2
MHQ WGS (N=3164),4817405.6,5646.64
MHQ WGS (N=3164),4960152.83,3677.69
MHQ WGS (N=3164),2894269.59,3482.19
MHQ WGS (N=3164),3765367.25,4000.4
MHQ WGS (N=3164),2723671.96,2286.16
MHQ WGS (N=3164),3861605.41,3802.46
MHQ WGS (N=3164),3577011.32,3977.11
MHQ WGS (N=3164),3162871.43,2588.81
MHQ WGS (N=3164),4559131.64,4491.76
MHQ WGS (N=3164),2201498.82,1971.3
MHQ WGS (N=3164),4124868.92,5058.32
MHQ WGS (N=3164),3321863.24,2948.52
MHQ WGS (N=3164),7481254.8,7434.24
MHQ WGS (N=3164),3387077.89,3349.58
MHQ WGS (N=3164),4027646.89,3985.33
MHQ WGS (N=3164),13994325.85,12929.16
MHQ WGS (N=3164),5469618.84,5481.35
MHQ WGS (N=3164),7787541.06,6487.72
MHQ WGS (N=3164),4530252.64,5517.82
MHQ WGS (N=3164),2882953.42,2669.15
MHQ WGS (N=3164),7692598.77,7853.8
MHQ WGS (N=3164),7108457.67,6662.45
MHQ WGS (N=3164),2990022.16,2797.29
MHQ WGS (N=3164),3758914.37,4287.41
MHQ WGS (N=3164),5329043.94,5571.88
MHQ WGS (N=3164),4299618.21,3986.56
MHQ WGS (N=3164),3595331.23,3558.76
MHQ WGS (N=3164),6167135.03,4898.27
MHQ WGS (N=3164),3999750.11,3541.42
MHQ WGS (N=3164),3748224.33,4668.06
MHQ WGS (N=3164),4553689.45,3898.07
MHQ WGS (N=3164),11518417.21,9842.12
MHQ WGS (N=3164),2382105.52,2542.84
MHQ WGS (N=3164),2798536.57,2919.94
MHQ WGS (N=3164),6411868.03,6092.33
MHQ WGS (N=3164),4441141.75,4539.37
MHQ WGS (N=3164),4385682.54,3103.12
MHQ WGS (N=3164),4658016.33,4120.86
MHQ WGS (N=3164),2601851.91,2604.82
MHQ WGS (N=3164),3388145.58,3527.87
MHQ WGS (N=3164),5170134.57,5476.65
MHQ WGS (N=3164),3215858.93,3159.23
MHQ WGS (N=3164),2485853.83,2513.32
MHQ WGS (N=3164),6938083.75,7317.8
MHQ WGS (N=3164),3267529.14,3831.25
MHQ WGS (N=3164),2241419.48,1932.4
MHQ WGS (N=3164),3506123.55,4157.05
MHQ WGS (N=3164),5806374.21,5224.26
MHQ WGS (N=3164),2306466.18,2694.09
MHQ WGS (N=3164),7227527.07,6788.48
MHQ WGS (N=3164),4569606.99,4123.45
MHQ WGS (N=3164),3992477.91,3779.03
MHQ WGS (N=3164),8177757.38,8836.4
MHQ WGS (N=3164),2568513.51,2526.49
MHQ WGS (N=3164),5058908.7,5577.74
MHQ WGS (N=3164),4148256.81,3396.25
MHQ WGS (N=3164),2354509.27,2418.91
MHQ WGS (N=3164),11224179.23,11588.36
MHQ WGS (N=3164),2304585.38,2021.53
MHQ WGS (N=3164),4043762.03,3828.14
MHQ WGS (N=3164),4682135.29,5359.68
MHQ WGS (N=3164),3260174.68,3889.19
MHQ WGS (N=3164),3976282.34,3682.89
MHQ WGS (N=3164),4583627.66,4274.44
MHQ WGS (N=3164),7158345.26,7081.31
MHQ WGS (N=3164),3277076.68,3523.87
MHQ WGS (N=3164),4463346.05,3803.8
MHQ WGS (N=3164),3388406.02,3064.78
MHQ WGS (N=3164),5232344.32,4760.58
MHQ WGS (N=3164),3269323.01,2604.27
MHQ WGS (N=3164),5538596.88,5982.96
MHQ WGS (N=3164),4958586.95,4552.92
MHQ WGS (N=3164),3670809.17,3817.55
MHQ WGS (N=3164),7074079.32,8611.12
MHQ WGS (N=3164),4180194.16,5336.56
MHQ WGS (N=3164),4428510.52,5203.97
MHQ WGS (N=3164),7050454.31,6019.59
MHQ WGS (N=3164),3594707.21,3333.3
MHQ WGS (N=3164),7219326.39,5569.17
MHQ WGS (N=3164),6496401.09,6945.26
MHQ WGS (N=3164),2761431.0,2748.42
MHQ WGS (N=3164),1788409.45,1457.59
MHQ WGS (N=3164),4544955.64,4867.72
MHQ WGS (N=3164),3173043.23,2655.05
MHQ WGS (N=3164),5227816.42,4222.08
MHQ WGS (N=3164),6521671.03,7974.53
MHQ WGS (N=3164),2852638.91,2739.76
MHQ WGS (N=3164),8601908.27,6849.84
MHQ WGS (N=3164),5770750.58,6173.55
MHQ WGS (N=3164),4819286.5,3975.19
MHQ WGS (N=3164),3070532.11,2954.02
MHQ WGS (N=3164),4084482.39,3995.47
MHQ WGS (N=3164),2240287.94,2324.79
MHQ WGS (N=3164),4159313.37,4063.81
MHQ WGS (N=3164),3599815.51,4253.68
MHQ WGS (N=3164),4280616.48,4207.63
MHQ WGS (N=3164),1539182.8,1464.19
MHQ WGS (N=3164),4123963.57,3147.01
MHQ WGS (N=3164),5649834.68,5370.09
MHQ WGS (N=3164),5378209.44,5385.18
MHQ WGS (N=3164),4800177.68,4120.2
MHQ WGS (N=3164),3109144.6,2661.54
MHQ WGS (N=3164),8463556.8,7620.25
MHQ WGS (N=3164),6294192.96,5972.44
MHQ WGS (N=3164),3754761.46,3831.12
MHQ WGS (N=3164),3927448.25,3542.15
MHQ WGS (N=3164),2568455.11,2825.55
MHQ WGS (N=3164),6003914.93,8207.39
MHQ WGS (N=3164),6592149.14,6986.9
MHQ WGS (N=3164),5158894.04,4664.31
MHQ WGS (N=3164),5601117.58,6198.04
MHQ WGS (N=3164),3818366.19,5250.95
MHQ WGS (N=3164),2744714.9,3452.5
MHQ WGS (N=3164),3326890.52,4035.17
MHQ WGS (N=3164),2849288.77,2924.8
MHQ WGS (N=3164),2826752.65,3024.62
MHQ WGS (N=3164),3379336.78,3463.52
MHQ WGS (N=3164),4969148.91,4739.18
MHQ WGS (N=3164),2482327.75,2373.03
MHQ WGS (N=3164),3070461.56,2547.74
MHQ WGS (N=3164),10725638.53,12727.58
MHQ WGS (N=3164),4831092.99,4672.1
MHQ WGS (N=3164),5070895.97,5632.53
MHQ WGS (N=3164),3570857.61,3425.23
MHQ WGS (N=3164),4436402.35,3468.59
MHQ WGS (N=3164),3682342.65,3677.64
MHQ WGS (N=3164),3678759.52,3306.14
MHQ WGS (N=3164),5932353.47,5017.07
MHQ WGS (N=3164),4056200.02,3606.85
MHQ WGS (N=3164),2628982.77,2709.08
MHQ WGS (N=3164),3284728.17,3258.19
MHQ WGS (N=3164),3632990.32,3287.66
MHQ WGS (N=3164),6202366.81,4889.08
MHQ WGS (N=3164),5190709.06,5254.06
MHQ WGS (N=3164),4092854.04,3566.51
MHQ WGS (N=3164),3597298.61,3115.23
MHQ WGS (N=3164),3692140.17,3527.38
MHQ WGS (N=3164),4241853.37,4274.58
MHQ WGS (N=3164),7241755.79,6470.98
MHQ WGS (N=3164),4714278.7,4362.62
MHQ WGS (N=3164),4311673.98,3417.07
MHQ WGS (N=3164),3132890.35,2516.84
MHQ WGS (N=3164),3252229.26,3586.85
MHQ WGS (N=3164),3581070.44,3944.52
MHQ WGS (N=3164),7339456.48,7325.79
MHQ WGS (N=3164),3432881.64,3313.04
MHQ WGS (N=3164),2675371.1,2828.7
MHQ WGS (N=3164),3643140.5,3486.53
MHQ WGS (N=3164),2716228.62,3276.58
MHQ WGS (N=3164),4575494.02,5508.36
MHQ WGS (N=3164),4636832.06,4283.07
MHQ WGS (N=3164),4552136.78,4486.53
MHQ WGS (N=3164),8454122.44,7549.83
MHQ WGS (N=3164),4461500.78,3284.01
MHQ WGS (N=3164),3179925.17,2808.18
MHQ WGS (N=3164),6135647.49,6306.29
MHQ WGS (N=3164),3430351.71,3335.7
MHQ WGS (N=3164),5760169.8,4630.69
MHQ WGS (N=3164),3856988.0,2672.56
MHQ WGS (N=3164),3887950.92,3769.1
MHQ WGS (N=3164),5864934.16,6447.78
MHQ WGS (N=3164),7070105.05,5247.06
MHQ WGS (N=3164),4389784.43,6023.39
MHQ WGS (N=3164),2267872.21,2358.62
MHQ WGS (N=3164),3315481.51,2157.93
MHQ WGS (N=3164),4405327.92,3770.45
MHQ WGS (N=3164),4806556.87,3563.18
MHQ WGS (N=3164),2658769.48,3129.83
MHQ WGS (N=3164),3856136.81,3965.75
MHQ WGS (N=3164),5035431.44,5332.17
MHQ WGS (N=3164),3302910.48,3693.32
MHQ WGS (N=3164),2846775.42,2913.65
MHQ WGS (N=3164),2513245.92,2382.2
MHQ WGS (N=3164),3050133.07,2965.55
MHQ WGS (N=3164),4058586.65,4188.56
MHQ WGS (N=3164),2817315.04,2805.19
MHQ WGS (N=3164),7373779.77,7506.11
MHQ WGS (N=3164),3960157.73,4038.92
MHQ WGS (N=3164),4893176.03,4214.19
MHQ WGS (N=3164),6807399.27,5246.16
MHQ WGS (N=3164),5469267.76,4338.67
MHQ WGS (N=3164),5463721.52,5147.78
MHQ WGS (N=3164),2826027.92,2263.39
MHQ WGS (N=3164),3947756.9,3744.13
MHQ WGS (N=3164),2907145.12,2724.63
MHQ WGS (N=3164),1677005.3,1492.64
MHQ WGS (N=3164),4764705.44,5170.01
MHQ WGS (N=3164),3183488.57,3101.75
MHQ WGS (N=3164),11607492.69,10001.33
MHQ WGS (N=3164),3365597.04,2546.87
MHQ WGS (N=3164),6701433.27,6212.01
MHQ WGS (N=3164),4346137.14,5096.49
MHQ WGS (N=3164),2565317.54,2393.99
MHQ WGS (N=3164),2840833.14,2377.44
MHQ WGS (N=3164),5658954.04,5578.75
MHQ WGS (N=3164),4467133.46,3877.28
MHQ WGS (N=3164),1718307.17,1519.09
MHQ WGS (N=3164),5474185.75,6309.48
MHQ WGS (N=3164),2852858.13,2522.09
MHQ WGS (N=3164),2781590.15,2506.49
MHQ WGS (N=3164),3373632.75,3005.95
MHQ WGS (N=3164),6849524.66,6546.75
MHQ WGS (N=3164),3189126.02,2858.72
MHQ WGS (N=3164),3279518.78,3210.98
MHQ WGS (N=3164),2991534.36,2893.78
MHQ WGS (N=3164),2757321.79,2520.1
MHQ WGS (N=3164),3691253.31,3605.99
MHQ WGS (N=3164),2922206.85,2770.37
MHQ WGS (N=3164),6191608.54,7683.12
MHQ WGS (N=3164),3472045.69,2366.71
MHQ WGS (N=3164),6509475.55,7176.5
MHQ WGS (N=3164),3640174.67,3927.26
MHQ WGS (N=3164),4183777.17,3938.24
MHQ WGS (N=3164),3590683.59,4121.18
MHQ WGS (N=3164),6801663.57,5374.52
MHQ WGS (N=3164),4036124.53,3934.55
MHQ WGS (N=3164),3611856.89,2770.13
MHQ WGS (N=3164),3291080.67,2954.45
MHQ WGS (N=3164),5074902.36,5367.07
MHQ WGS (N=3164),3423255.24,2980.7
MHQ WGS (N=3164),6600250.94,6356.78
MHQ WGS (N=3164),2494299.35,2472.38
MHQ WGS (N=3164),3932656.85,3433.82
MHQ WGS (N=3164),2323435.3,2141.72
MHQ WGS (N=3164),3309700.73,2529.64
MHQ WGS (N=3164),3736413.09,5118.59
MHQ WGS (N=3164),4255600.03,4430.82
MHQ WGS (N=3164),4570713.23,3993.73
MHQ WGS (N=3164),3915724.52,3074.99
MHQ WGS (N=3164),2839334.46,2705.47
MHQ WGS (N=3164),2936288.74,2747.04
MHQ WGS (N=3164),4071939.82,3310.58
MHQ WGS (N=3164),4897464.3,5436.11
MHQ WGS (N=3164),5271146.2,5054.22
MHQ WGS (N=3164),4452305.18,4275.59
MHQ WGS (N=3164),3590701.22,3895.63
MHQ WGS (N=3164),4410438.5,3745.09
MHQ WGS (N=3164),5815875.12,5986.6
MHQ WGS (N=3164),6477758.64,6142.09
MHQ WGS (N=3164),6153043.89,6765.11
MHQ WGS (N=3164),2544229.54,2527.49
MHQ WGS (N=3164),2746534.32,2658.64
MHQ WGS (N=3164),4508213.1,4855.99
MHQ WGS (N=3164),3413030.08,2917.78
MHQ WGS (N=3164),5873613.53,5683.03
MHQ WGS (N=3164),2527836.98,2418.09
MHQ WGS (N=3164),3686111.91,3877.24
MHQ WGS (N=3164),3082804.17,2862.0
MHQ WGS (N=3164),4539942.24,4089.42
MHQ WGS (N=3164),4443101.19,4240.94
MHQ WGS (N=3164),3481972.17,3421.64
MHQ WGS (N=3164),7909918.63,5750.65
MHQ WGS (N=3164),8085611.55,7592.95
MHQ WGS (N=3164),4313430.95,4294.02
MHQ WGS (N=3164),5196499.91,4978.17
MHQ WGS (N=3164),2785993.82,2884.0
MHQ WGS (N=3164),5715656.08,5134.49
MHQ WGS (N=3164),5691701.18,4364.93
MHQ WGS (N=3164),2192872.21,2198.63
MHQ WGS (N=3164),5071569.39,4415.04
MHQ WGS (N=3164),4719139.07,4262.17
MHQ WGS (N=3164),4699821.46,5366.62
MHQ WGS (N=3164),4479668.04,3325.34
MHQ WGS (N=3164),2637282.78,2392.13
MHQ WGS (N=3164),5163939.21,5482.67
MHQ WGS (N=3164),4864736.55,4786.04
MHQ WGS (N=3164),4596451.7,4248.94
MHQ WGS (N=3164),2923072.05,3476.52
MHQ WGS (N=3164),4740431.2,4960.44
MHQ WGS (N=3164),3795733.46,3557.53
MHQ WGS (N=3164),4610316.34,4817.59
MHQ WGS (N=3164),7688048.88,7063.9
MHQ WGS (N=3164),3601691.63,3632.61
MHQ WGS (N=3164),2998691.87,3494.7
MHQ WGS (N=3164),3575534.13,2996.48
MHQ WGS (N=3164),2652270.89,2876.18
MHQ WGS (N=3164),2186916.73,1901.8
MHQ WGS (N=3164),2359095.96,2227.2
MHQ WGS (N=3164),4213481.74,3678.57
MHQ WGS (N=3164),2961636.49,2870.62
MHQ WGS (N=3164),5625837.0,5066.65
MHQ WGS (N=3164),2272823.45,2535.23
MHQ WGS (N=3164),1370032.29,1344.47
MHQ WGS (N=3164),3921800.84,3369.41
MHQ WGS (N=3164),6079164.96,6684.68
MHQ WGS (N=3164),4919455.8,5926.64
MHQ WGS (N=3164),6988383.05,6810.91
MHQ WGS (N=3164),2036441.11,2029.02
MHQ WGS (N=3164),3890979.57,3577.62
MHQ WGS (N=3164),4976450.9,4460.86
MHQ WGS (N=3164),4193389.72,4370.73
MHQ WGS (N=3164),2716256.54,3171.71
MHQ WGS (N=3164),4641033.16,4095.51
MHQ WGS (N=3164),6787959.13,9324.45
MHQ WGS (N=3164),2363241.21,2233.24
MHQ WGS (N=3164),3514319.11,3314.25
MHQ WGS (N=3164),2876605.54,2560.53
MHQ WGS (N=3164),5023497.25,4554.24
MHQ WGS (N=3164),4363833.04,5253.51
MHQ WGS (N=3164),5453150.01,4667.38
MHQ WGS (N=3164),5559478.2,5703.12
MHQ WGS (N=3164),3126945.92,3236.31
MHQ WGS (N=3164),5205991.9,4634.86
MHQ WGS (N=3164),3599900.52,2421.2
MHQ WGS (N=3164),3676975.52,3537.24
MHQ WGS (N=3164),4093874.96,4059.5
MHQ WGS (N=3164),4298498.69,3333.67
MHQ WGS (N=3164),5991654.06,6356.7
MHQ WGS (N=3164),3546633.96,2361.38
MHQ WGS (N=3164),3285930.92,3110.2
MHQ WGS (N=3164),2548734.54,2076.3
MHQ WGS (N=3164),3102006.18,2995.65
MHQ WGS (N=3164),2058444.91,2310.27
MHQ WGS (N=3164),4124624.65,3557.54
MHQ WGS (N=3164),4843492.4,4339.75
MHQ WGS (N=3164),4025384.44,4228.76
MHQ WGS (N=3164),5764917.16,6475.42
MHQ WGS (N=3164),5678293.11,5642.11
MHQ WGS (N=3164),5401571.25,5008.09
MHQ WGS (N=3164),4411660.98,4607.65
MHQ WGS (N=3164),4666068.55,4602.33
MHQ WGS (N=3164),2289774.45,2402.63
MHQ WGS (N=3164),2398845.48,2288.32
MHQ WGS (N=3164),4783635.12,4642.93
MHQ WGS (N=3164),10111902.38,9715.69
MHQ WGS (N=3164),2980696.29,2906.91
MHQ WGS (N=3164),1994721.06,1843.96
MHQ WGS (N=3164),6434634.23,6060.99
MHQ WGS (N=3164),5210742.56,4996.92
MHQ WGS (N=3164),3848199.98,3658.07
MHQ WGS (N=3164),6239884.0,7108.83
MHQ WGS (N=3164),4810772.57,4358.04
MHQ WGS (N=3164),2168387.26,2135.04
MHQ WGS (N=3164),5074168.99,4931.68
MHQ WGS (N=3164),2725565.02,2001.72
MHQ WGS (N=3164),3757892.4,3299.32
MHQ WGS (N=3164),5857619.08,6486.79
MHQ WGS (N=3164),5247965.87,5573.08
MHQ WGS (N=3164),5548623.26,4356.41
MHQ WGS (N=3164),3948222.74,3206.52
MHQ WGS (N=3164),2576363.59,2388.82
MHQ WGS (N=3164),2475979.86,2774.15
MHQ WGS (N=3164),3859503.1,3250.99
MHQ WGS (N=3164),4433480.62,3419.68
MHQ WGS (N=3164),3705030.17,3799.21
MHQ WGS (N=3164),3638196.86,3280.16
MHQ WGS (N=3164),5771584.55,5261.07
MHQ WGS (N=3164),2932023.02,2661.94
MHQ WGS (N=3164),3390920.08,2889.17
MHQ WGS (N=3164),5732841.11,4607.19
MHQ WGS (N=3164),7246793.78,6889.08
MHQ WGS (N=3164),8418523.11,6662.38
MHQ WGS (N=3164),3956918.31,3108.67
MHQ WGS (N=3164),2912287.66,2137.32
MHQ WGS (N=3164),2201296.34,2010.57
MHQ WGS (N=3164),3143504.06,3183.71
MHQ WGS (N=3164),4180114.59,3433.15
MHQ WGS (N=3164),7844734.72,11173.99
MHQ WGS (N=3164),3971910.23,3784.09
MHQ WGS (N=3164),5987317.58,5249.68
MHQ WGS (N=3164),2277082.16,1565.15
MHQ WGS (N=3164),2566551.5,2602.02
MHQ WGS (N=3164),4717015.49,5830.83
MHQ WGS (N=3164),3217283.25,3236.69
MHQ WGS (N=3164),4495905.88,4675.37
MHQ WGS (N=3164),2438716.44,2715.79
MHQ WGS (N=3164),2577906.14,1899.89
MHQ WGS (N=3164),3611297.3,3026.15
MHQ WGS (N=3164),3689012.84,4377.87
MHQ WGS (N=3164),5642630.11,4702.49
MHQ WGS (N=3164),7030655.72,6765.7
MHQ WGS (N=3164),6341793.11,6058.39
MHQ WGS (N=3164),2822205.72,3564.09
MHQ WGS (N=3164),1585706.67,1454.91
MHQ WGS (N=3164),5265068.29,5116.95
MHQ WGS (N=3164),11945632.29,9430.36
MHQ WGS (N=3164),5943441.89,5456.28
MHQ WGS (N=3164),6591779.27,5015.54
MHQ WGS (N=3164),4621316.74,4835.7
MHQ WGS (N=3164),5473005.73,3848.47
MHQ WGS (N=3164),5295796.99,5704.75
MHQ WGS (N=3164),3252452.57,2846.72
MHQ WGS (N=3164),3969758.78,3966.06
MHQ WGS (N=3164),4419620.65,3789.99
MHQ WGS (N=3164),5803961.94,4821.7
MHQ WGS (N=3164),3928862.52,3628.97
MHQ WGS (N=3164),3163306.2,3310.2
MHQ WGS (N=3164),5654573.8,5937.22
MHQ WGS (N=3164),4113898.94,3749.24
MHQ WGS (N=3164),3431245.37,2646.6
MHQ WGS (N=3164),8406394.14,11190.88
MHQ WGS (N=3164),3691687.79,3909.11
MHQ WGS (N=3164),1488201.76,1263.94
MHQ WGS (N=3164),4045509.99,4146.98
MHQ WGS (N=3164),4668213.15,4685.57
MHQ WGS (N=3164),1860569.2,1919.66
MHQ WGS (N=3164),3449349.41,3570.27
MHQ WGS (N=3164),2293567.62,2573.62
MHQ WGS (N=3164),6593922.34,6189.63
MHQ WGS (N=3164),4291024.34,4808.37
MHQ WGS (N=3164),3099664.96,3074.88
MHQ WGS (N=3164),2063074.51,1786.59
MHQ WGS (N=3164),2609438.41,2445.19
MHQ WGS (N=3164),5362160.27,4794.72
MHQ WGS (N=3164),6225041.85,6426.4
MHQ WGS (N=3164),1040638.1,966.85
MHQ WGS (N=3164),4885269.82,4501.79
MHQ WGS (N=3164),2833236.26,3185.4
MHQ WGS (N=3164),4206017.11,4356.66
MHQ WGS (N=3164),4835199.51,4831.23
MHQ WGS (N=3164),4244002.07,4618.28
MHQ WGS (N=3164),5257411.93,5129.23
MHQ WGS (N=3164),3486043.74,2766.2
MHQ WGS (N=3164),5606913.93,6244.65
MHQ WGS (N=3164),2273474.61,2512.23
MHQ WGS (N=3164),6571633.31,6432.02
